Id,WnvPresent
383,6.05125169386e-05
384,6.05125169386e-05
385,4.92835206387e-05
386,4.92835206387e-05
387,4.92835206387e-05
388,4.92835206387e-05
389,4.92835206387e-05
390,4.92835206387e-05
391,4.92835206387e-05
392,4.92835206387e-05
393,3.75509407604e-05
394,3.75509407604e-05
395,3.75509407604e-05
396,3.75509407604e-05
397,3.75509407604e-05
398,3.75509407604e-05
399,3.75509407604e-05
400,3.75509407604e-05
401,6.08482550888e-05
402,6.08482550888e-05
403,6.08482550888e-05
404,6.08482550888e-05
405,6.08482550888e-05
406,6.08482550888e-05
407,6.08482550888e-05
408,6.08482550888e-05
409,4.74549269711e-05
410,4.74549269711e-05
411,4.74549269711e-05
412,4.74549269711e-05
413,4.74549269711e-05
414,4.74549269711e-05
415,4.74549269711e-05
416,4.74549269711e-05
417,3.93532427552e-05
418,3.93532427552e-05
419,3.93532427552e-05
420,3.93532427552e-05
421,3.93532427552e-05
422,3.93532427552e-05
423,3.93532427552e-05
424,3.93532427552e-05
425,3.92304536945e-05
426,3.92304536945e-05
427,3.92304536945e-05
428,3.92304536945e-05
429,3.92304536945e-05
430,3.92304536945e-05
431,3.92304536945e-05
432,3.92304536945e-05
433,2.97134083667e-05
434,2.97134083667e-05
435,2.97134083667e-05
436,2.97134083667e-05
437,2.97134083667e-05
438,2.97134083667e-05
439,2.97134083667e-05
440,2.97134083667e-05
441,3.18926613545e-05
442,3.18926613545e-05
443,3.18926613545e-05
444,3.18926613545e-05
445,3.18926613545e-05
446,3.18926613545e-05
447,3.18926613545e-05
448,3.18926613545e-05
449,3.91935463995e-05
450,3.91935463995e-05
451,3.91935463995e-05
452,3.91935463995e-05
453,3.91935463995e-05
454,3.91935463995e-05
455,3.91935463995e-05
456,3.91935463995e-05
457,3.83815131499e-05
458,3.83815131499e-05
459,3.83815131499e-05
460,3.83815131499e-05
461,3.83815131499e-05
462,3.83815131499e-05
463,3.83815131499e-05
464,3.83815131499e-05
465,2.51363289863e-05
466,2.51363289863e-05
467,2.51363289863e-05
468,2.51363289863e-05
469,2.51363289863e-05
470,2.51363289863e-05
471,2.51363289863e-05
472,2.51363289863e-05
473,6.20629289187e-05
474,6.20629289187e-05
475,6.20629289187e-05
476,6.20629289187e-05
477,6.20629289187e-05
478,6.20629289187e-05
479,6.20629289187e-05
480,6.20629289187e-05
481,6.75459814374e-05
482,6.75459814374e-05
483,6.75459814374e-05
484,6.75459814374e-05
485,6.75459814374e-05
486,6.75459814374e-05
487,6.75459814374e-05
488,6.75459814374e-05
489,1.73086827999e-05
490,1.73086827999e-05
491,1.73086827999e-05
492,1.73086827999e-05
493,1.73086827999e-05
494,1.73086827999e-05
495,1.73086827999e-05
496,1.73086827999e-05
497,4.39548857685e-05
498,4.39548857685e-05
499,4.39548857685e-05
500,4.39548857685e-05
501,4.39548857685e-05
502,4.39548857685e-05
503,4.39548857685e-05
504,4.39548857685e-05
505,2.24967989197e-05
506,2.24967989197e-05
507,2.24967989197e-05
508,2.24967989197e-05
509,2.24967989197e-05
510,2.24967989197e-05
511,2.24967989197e-05
512,2.24967989197e-05
513,6.42225786578e-05
514,6.42225786578e-05
515,6.42225786578e-05
516,6.42225786578e-05
517,6.42225786578e-05
518,6.42225786578e-05
519,6.42225786578e-05
520,6.42225786578e-05
521,3.55395059159e-05
522,3.55395059159e-05
523,3.55395059159e-05
524,3.55395059159e-05
525,3.55395059159e-05
526,3.55395059159e-05
527,3.55395059159e-05
528,3.55395059159e-05
529,6.36814002064e-05
530,6.36814002064e-05
531,6.36814002064e-05
532,6.36814002064e-05
533,6.36814002064e-05
534,6.36814002064e-05
535,6.36814002064e-05
536,6.36814002064e-05
537,6.36119657429e-05
538,6.36119657429e-05
539,6.36119657429e-05
540,6.36119657429e-05
541,6.36119657429e-05
542,6.36119657429e-05
543,6.36119657429e-05
544,6.36119657429e-05
545,4.11096334574e-05
546,4.11096334574e-05
547,4.11096334574e-05
548,4.11096334574e-05
549,4.11096334574e-05
550,4.11096334574e-05
551,4.11096334574e-05
552,4.11096334574e-05
553,3.51552953362e-05
554,3.51552953362e-05
555,3.51552953362e-05
556,3.51552953362e-05
557,3.51552953362e-05
558,3.51552953362e-05
559,3.51552953362e-05
560,3.51552953362e-05
561,5.14193561685e-05
562,5.14193561685e-05
563,5.14193561685e-05
564,5.14193561685e-05
565,5.14193561685e-05
566,5.14193561685e-05
567,5.14193561685e-05
568,5.14193561685e-05
569,3.52952083631e-05
570,3.52952083631e-05
571,3.52952083631e-05
572,3.52952083631e-05
573,3.52952083631e-05
574,3.52952083631e-05
575,3.52952083631e-05
576,3.52952083631e-05
577,5.05846728629e-05
578,5.05846728629e-05
579,5.05846728629e-05
580,5.05846728629e-05
581,5.05846728629e-05
582,5.05846728629e-05
583,5.05846728629e-05
584,5.05846728629e-05
585,4.65800439997e-05
586,4.65800439997e-05
587,4.65800439997e-05
588,4.65800439997e-05
589,4.65800439997e-05
590,4.65800439997e-05
591,4.65800439997e-05
592,4.65800439997e-05
593,3.60128797183e-05
594,3.60128797183e-05
595,3.60128797183e-05
596,3.60128797183e-05
597,3.60128797183e-05
598,3.60128797183e-05
599,3.60128797183e-05
600,3.60128797183e-05
601,3.72107206204e-05
602,3.72107206204e-05
603,3.72107206204e-05
604,3.72107206204e-05
605,3.72107206204e-05
606,3.72107206204e-05
607,3.72107206204e-05
608,3.72107206204e-05
609,4.65487355541e-05
610,4.65487355541e-05
611,4.65487355541e-05
612,4.65487355541e-05
613,4.65487355541e-05
614,4.65487355541e-05
615,4.65487355541e-05
616,4.65487355541e-05
617,4.19636126026e-05
618,4.19636126026e-05
619,4.19636126026e-05
620,4.19636126026e-05
621,4.19636126026e-05
622,4.19636126026e-05
623,4.19636126026e-05
624,4.19636126026e-05
625,4.4188600441e-05
626,4.4188600441e-05
627,4.4188600441e-05
628,4.4188600441e-05
629,4.4188600441e-05
630,4.4188600441e-05
631,4.4188600441e-05
632,4.4188600441e-05
633,3.90960012737e-05
634,3.90960012737e-05
635,3.90960012737e-05
636,3.90960012737e-05
637,3.90960012737e-05
638,3.90960012737e-05
639,3.90960012737e-05
640,3.90960012737e-05
641,3.83606165997e-05
642,3.83606165997e-05
643,3.83606165997e-05
644,3.83606165997e-05
645,3.83606165997e-05
646,3.83606165997e-05
647,3.83606165997e-05
648,3.83606165997e-05
649,3.78789918614e-05
650,3.78789918614e-05
651,3.78789918614e-05
652,3.78789918614e-05
653,3.78789918614e-05
654,3.78789918614e-05
655,3.78789918614e-05
656,3.78789918614e-05
657,3.82552607334e-05
658,3.82552607334e-05
659,3.82552607334e-05
660,3.82552607334e-05
661,3.82552607334e-05
662,3.82552607334e-05
663,3.82552607334e-05
664,3.82552607334e-05
665,2.08827441384e-05
666,2.08827441384e-05
667,2.08827441384e-05
668,2.08827441384e-05
669,2.08827441384e-05
670,2.08827441384e-05
671,2.08827441384e-05
672,2.08827441384e-05
673,3.28251226165e-05
674,3.28251226165e-05
675,3.28251226165e-05
676,3.28251226165e-05
677,3.28251226165e-05
678,3.28251226165e-05
679,3.28251226165e-05
680,3.28251226165e-05
681,1.72724085132e-05
682,1.72724085132e-05
683,1.72724085132e-05
684,1.72724085132e-05
685,1.72724085132e-05
686,1.72724085132e-05
687,1.72724085132e-05
688,1.72724085132e-05
689,2.2918346076e-05
690,2.2918346076e-05
691,2.2918346076e-05
692,2.2918346076e-05
693,2.2918346076e-05
694,2.2918346076e-05
695,2.2918346076e-05
696,2.2918346076e-05
697,1.85395438166e-05
698,1.85395438166e-05
699,1.85395438166e-05
700,1.85395438166e-05
701,1.85395438166e-05
702,1.85395438166e-05
703,1.85395438166e-05
704,1.85395438166e-05
705,1.50843297888e-05
706,1.50843297888e-05
707,1.50843297888e-05
708,1.50843297888e-05
709,1.50843297888e-05
710,1.50843297888e-05
711,1.50843297888e-05
712,1.50843297888e-05
713,2.34050421568e-05
714,2.34050421568e-05
715,2.34050421568e-05
716,2.34050421568e-05
717,2.34050421568e-05
718,2.34050421568e-05
719,2.34050421568e-05
720,2.34050421568e-05
721,2.43740923906e-05
722,2.43740923906e-05
723,2.43740923906e-05
724,2.43740923906e-05
725,2.43740923906e-05
726,2.43740923906e-05
727,2.43740923906e-05
728,2.43740923906e-05
729,2.79802952718e-05
730,2.79802952718e-05
731,2.79802952718e-05
732,2.79802952718e-05
733,2.79802952718e-05
734,2.79802952718e-05
735,2.79802952718e-05
736,2.79802952718e-05
737,1.97217486857e-05
738,1.97217486857e-05
739,1.97217486857e-05
740,1.97217486857e-05
741,1.97217486857e-05
742,1.97217486857e-05
743,1.97217486857e-05
744,1.97217486857e-05
745,4.63594406028e-05
746,4.63594406028e-05
747,4.63594406028e-05
748,4.63594406028e-05
749,4.63594406028e-05
750,4.63594406028e-05
751,4.63594406028e-05
752,4.63594406028e-05
753,3.67899192497e-05
754,3.67899192497e-05
755,3.67899192497e-05
756,3.67899192497e-05
757,3.67899192497e-05
758,3.67899192497e-05
759,3.67899192497e-05
760,3.67899192497e-05
761,4.96471184306e-05
762,4.96471184306e-05
763,4.96471184306e-05
764,4.96471184306e-05
765,4.96471184306e-05
766,4.96471184306e-05
767,4.96471184306e-05
768,4.96471184306e-05
769,2.31612666539e-05
770,2.31612666539e-05
771,2.31612666539e-05
772,2.31612666539e-05
773,2.31612666539e-05
774,2.31612666539e-05
775,2.31612666539e-05
776,2.31612666539e-05
777,1.95164284378e-05
778,1.95164284378e-05
779,1.95164284378e-05
780,1.95164284378e-05
781,1.95164284378e-05
782,1.95164284378e-05
783,1.95164284378e-05
784,1.95164284378e-05
785,1.68165588548e-05
786,1.68165588548e-05
787,1.68165588548e-05
788,1.68165588548e-05
789,1.68165588548e-05
790,1.68165588548e-05
791,1.68165588548e-05
792,1.68165588548e-05
793,1.33997573357e-05
794,1.33997573357e-05
795,1.33997573357e-05
796,1.33997573357e-05
797,1.33997573357e-05
798,1.33997573357e-05
799,1.33997573357e-05
800,1.33997573357e-05
801,1.37492652357e-05
802,1.37492652357e-05
803,1.37492652357e-05
804,1.37492652357e-05
805,1.37492652357e-05
806,1.37492652357e-05
807,1.37492652357e-05
808,1.37492652357e-05
809,1.39142275657e-05
810,1.39142275657e-05
811,1.39142275657e-05
812,1.39142275657e-05
813,1.39142275657e-05
814,1.39142275657e-05
815,1.39142275657e-05
816,1.39142275657e-05
817,1.34530864671e-05
818,1.34530864671e-05
819,1.34530864671e-05
820,1.34530864671e-05
821,1.34530864671e-05
822,1.34530864671e-05
823,1.34530864671e-05
824,1.34530864671e-05
825,1.90419541468e-05
826,1.90419541468e-05
827,1.90419541468e-05
828,1.90419541468e-05
829,1.90419541468e-05
830,1.90419541468e-05
831,1.90419541468e-05
832,1.90419541468e-05
833,1.71613010025e-05
834,1.71613010025e-05
835,1.71613010025e-05
836,1.71613010025e-05
837,1.71613010025e-05
838,1.71613010025e-05
839,1.71613010025e-05
840,1.71613010025e-05
841,4.19309726567e-05
842,4.19309726567e-05
843,4.19309726567e-05
844,4.19309726567e-05
845,4.19309726567e-05
846,4.19309726567e-05
847,4.19309726567e-05
848,4.19309726567e-05
849,3.17873309541e-05
850,3.17873309541e-05
851,3.17873309541e-05
852,3.17873309541e-05
853,3.17873309541e-05
854,3.17873309541e-05
855,3.17873309541e-05
856,3.17873309541e-05
857,2.4793052944e-05
858,2.4793052944e-05
859,2.4793052944e-05
860,2.4793052944e-05
861,2.4793052944e-05
862,2.4793052944e-05
863,2.4793052944e-05
864,2.4793052944e-05
865,1.53556738951e-05
866,1.53556738951e-05
867,1.53556738951e-05
868,1.53556738951e-05
869,1.53556738951e-05
870,1.53556738951e-05
871,1.53556738951e-05
872,1.53556738951e-05
873,1.26109744087e-05
874,1.26109744087e-05
875,1.26109744087e-05
876,1.26109744087e-05
877,1.26109744087e-05
878,1.26109744087e-05
879,1.26109744087e-05
880,1.26109744087e-05
881,2.21646114369e-05
882,2.21646114369e-05
883,2.21646114369e-05
884,2.21646114369e-05
885,2.21646114369e-05
886,2.21646114369e-05
887,2.21646114369e-05
888,2.21646114369e-05
889,1.37173092298e-05
890,1.37173092298e-05
891,1.37173092298e-05
892,1.37173092298e-05
893,1.37173092298e-05
894,1.37173092298e-05
895,1.37173092298e-05
896,1.37173092298e-05
897,4.27266022598e-05
898,4.27266022598e-05
899,4.27266022598e-05
900,4.27266022598e-05
901,4.27266022598e-05
902,4.27266022598e-05
903,4.27266022598e-05
904,4.27266022598e-05
905,4.29200954386e-05
906,4.29200954386e-05
907,4.29200954386e-05
908,4.29200954386e-05
909,4.29200954386e-05
910,4.29200954386e-05
911,4.29200954386e-05
912,4.29200954386e-05
913,3.30801958626e-05
914,3.30801958626e-05
915,3.30801958626e-05
916,3.30801958626e-05
917,3.30801958626e-05
918,3.30801958626e-05
919,3.30801958626e-05
920,3.30801958626e-05
921,1.4649046534e-05
922,1.4649046534e-05
923,1.4649046534e-05
924,1.4649046534e-05
925,1.4649046534e-05
926,1.4649046534e-05
927,1.4649046534e-05
928,1.4649046534e-05
929,6.82941245032e-05
930,6.82941245032e-05
931,6.82941245032e-05
932,6.82941245032e-05
933,6.82941245032e-05
934,6.82941245032e-05
935,6.82941245032e-05
936,6.82941245032e-05
937,6.27143817837e-05
938,6.27143817837e-05
939,6.27143817837e-05
940,6.27143817837e-05
941,6.27143817837e-05
942,6.27143817837e-05
943,6.27143817837e-05
944,6.27143817837e-05
945,4.89367739647e-05
946,4.89367739647e-05
947,4.89367739647e-05
948,4.89367739647e-05
949,4.89367739647e-05
950,4.89367739647e-05
951,4.89367739647e-05
952,4.89367739647e-05
953,3.51769958797e-05
954,3.51769958797e-05
955,3.51769958797e-05
956,3.51769958797e-05
957,3.51769958797e-05
958,3.51769958797e-05
959,3.51769958797e-05
960,3.51769958797e-05
961,3.00653118757e-05
962,3.00653118757e-05
963,3.00653118757e-05
964,3.00653118757e-05
965,3.00653118757e-05
966,3.00653118757e-05
967,3.00653118757e-05
968,3.00653118757e-05
969,3.40700462402e-05
970,3.40700462402e-05
971,3.40700462402e-05
972,3.40700462402e-05
973,3.40700462402e-05
974,3.40700462402e-05
975,3.40700462402e-05
976,3.40700462402e-05
977,1.43982724694e-05
978,1.43982724694e-05
979,1.43982724694e-05
980,1.43982724694e-05
981,1.43982724694e-05
982,1.43982724694e-05
983,1.43982724694e-05
984,1.43982724694e-05
985,1.6787684217e-05
986,1.6787684217e-05
987,1.6787684217e-05
988,1.6787684217e-05
989,1.6787684217e-05
990,1.6787684217e-05
991,1.6787684217e-05
992,1.6787684217e-05
993,1.54514364112e-05
994,1.54514364112e-05
995,1.54514364112e-05
996,1.54514364112e-05
997,1.54514364112e-05
998,1.54514364112e-05
999,1.54514364112e-05
1000,1.54514364112e-05
1001,4.56814086647e-05
1002,4.56814086647e-05
1003,4.56814086647e-05
1004,4.56814086647e-05
1005,4.56814086647e-05
1006,4.56814086647e-05
1007,4.56814086647e-05
1008,4.56814086647e-05
1009,4.94565938425e-05
1010,4.94565938425e-05
1011,4.94565938425e-05
1012,4.94565938425e-05
1013,4.94565938425e-05
1014,4.94565938425e-05
1015,4.94565938425e-05
1016,4.94565938425e-05
1017,4.96739230584e-05
1018,4.96739230584e-05
1019,4.96739230584e-05
1020,4.96739230584e-05
1021,4.96739230584e-05
1022,4.96739230584e-05
1023,4.96739230584e-05
1024,4.96739230584e-05
1025,5.29330463905e-05
1026,5.29330463905e-05
1027,5.29330463905e-05
1028,5.29330463905e-05
1029,5.29330463905e-05
1030,5.29330463905e-05
1031,5.29330463905e-05
1032,5.29330463905e-05
1033,6.97286595823e-05
1034,6.97286595823e-05
1035,6.97286595823e-05
1036,6.97286595823e-05
1037,6.97286595823e-05
1038,6.97286595823e-05
1039,6.97286595823e-05
1040,6.97286595823e-05
1041,3.82707294193e-05
1042,3.82707294193e-05
1043,3.82707294193e-05
1044,3.82707294193e-05
1045,3.82707294193e-05
1046,3.82707294193e-05
1047,3.82707294193e-05
1048,3.82707294193e-05
1049,2.1966159693e-05
1050,2.1966159693e-05
1051,2.1966159693e-05
1052,2.1966159693e-05
1053,2.1966159693e-05
1054,2.1966159693e-05
1055,2.1966159693e-05
1056,2.1966159693e-05
1057,2.65563830908e-05
1058,2.65563830908e-05
1059,2.65563830908e-05
1060,2.65563830908e-05
1061,2.65563830908e-05
1062,2.65563830908e-05
1063,2.65563830908e-05
1064,2.65563830908e-05
1065,3.08585913444e-05
1066,3.08585913444e-05
1067,3.08585913444e-05
1068,3.08585913444e-05
1069,3.08585913444e-05
1070,3.08585913444e-05
1071,3.08585913444e-05
1072,3.08585913444e-05
1073,2.88701103273e-05
1074,2.88701103273e-05
1075,2.88701103273e-05
1076,2.88701103273e-05
1077,2.88701103273e-05
1078,2.88701103273e-05
1079,2.88701103273e-05
1080,2.88701103273e-05
1081,5.80687847105e-05
1082,5.80687847105e-05
1083,5.80687847105e-05
1084,5.80687847105e-05
1085,5.80687847105e-05
1086,5.80687847105e-05
1087,5.80687847105e-05
1088,5.80687847105e-05
1089,4.39252180513e-05
1090,4.39252180513e-05
1091,4.39252180513e-05
1092,4.39252180513e-05
1093,4.39252180513e-05
1094,4.39252180513e-05
1095,4.39252180513e-05
1096,4.39252180513e-05
1097,4.06291983381e-05
1098,4.06291983381e-05
1099,4.06291983381e-05
1100,4.06291983381e-05
1101,4.06291983381e-05
1102,4.06291983381e-05
1103,4.06291983381e-05
1104,4.06291983381e-05
1105,2.06048061955e-05
1106,2.06048061955e-05
1107,2.06048061955e-05
1108,2.06048061955e-05
1109,2.06048061955e-05
1110,2.06048061955e-05
1111,2.06048061955e-05
1112,2.06048061955e-05
1113,2.89797571895e-05
1114,2.89797571895e-05
1115,2.89797571895e-05
1116,2.89797571895e-05
1117,2.89797571895e-05
1118,2.89797571895e-05
1119,2.89797571895e-05
1120,2.89797571895e-05
1121,6.54969189782e-05
1122,6.54969189782e-05
1123,6.54969189782e-05
1124,6.54969189782e-05
1125,6.54969189782e-05
1126,6.54969189782e-05
1127,6.54969189782e-05
1128,6.54969189782e-05
1129,6.66235719109e-05
1130,6.66235719109e-05
1131,6.66235719109e-05
1132,6.66235719109e-05
1133,6.66235719109e-05
1134,6.66235719109e-05
1135,6.66235719109e-05
1136,6.66235719109e-05
1137,7.39973766031e-05
1138,7.39973766031e-05
1139,7.39973766031e-05
1140,7.39973766031e-05
1141,7.39973766031e-05
1142,7.39973766031e-05
1143,7.39973766031e-05
1144,7.39973766031e-05
1145,5.80442028877e-05
1146,5.80442028877e-05
1147,5.80442028877e-05
1148,5.80442028877e-05
1149,5.80442028877e-05
1150,5.80442028877e-05
1151,5.80442028877e-05
1152,5.80442028877e-05
